t,EVI2
2017-01-07,
2017-01-10,
2017-01-27,
2017-01-30,
2017-02-06,
2017-02-09,
2017-02-16,0.30479994
2017-02-19,0.3204718
2017-02-26,0.346194
2017-03-01,0.35183436
2017-03-08,0.4296691
2017-03-11,0.42670956
2017-03-18,
2017-03-21,0.26812032
2017-03-23,
2017-03-26,
2017-03-28,
2017-03-31,
2017-04-02,
2017-04-05,
2017-04-07,0.70356435
2017-04-10,0.7014074
2017-04-12,0.77619267
2017-04-15,
2017-04-17,0.78361535
2017-04-20,0.7471742
2017-04-22,0.7685365
2017-04-25,
2017-04-27,
2017-04-30,
2017-05-02,
2017-05-05,0.56796974
2017-05-07,
2017-05-10,
2017-05-12,
2017-05-15,
2017-05-17,0.43429077
2017-05-20,0.52135175
2017-05-22,
2017-05-25,
2017-05-27,0.54641527
2017-05-30,
2017-06-01,
2017-06-04,0.592942
2017-06-06,0.6604938
2017-06-09,
2017-06-11,0.60435694
2017-06-14,
2017-06-16,
2017-06-19,
2017-06-21,0.5467654
2017-06-24,0.47518244
2017-06-26,
2017-06-29,
2017-07-01,0.56927216
2017-07-04,0.49068463
2017-07-06,
2017-07-09,
2017-07-11,
2017-07-14,0.47816133
2017-07-16,0.4667305
2017-07-19,
2017-07-21,
2017-07-24,
2017-07-26,0.55160934
2017-07-29,
2017-07-31,0.28997695
2017-08-03,
2017-08-05,0.26961657
2017-08-08,
2017-08-10,
2017-08-13,
2017-08-15,0.24489985
2017-08-18,0.24614447
2017-08-20,0.24388717
2017-08-23,0.23378421
2017-08-25,0.22014885
2017-08-28,
2017-08-30,0.20098549
2017-09-02,0.29039636
2017-09-04,
2017-09-07,0.32579505
2017-09-09,
2017-09-12,0.41047907
2017-09-14,
2017-09-17,
2017-09-19,0.48119363
2017-09-22,
2017-09-24,0.43761262
2017-09-27,
2017-09-29,
2017-10-02,
2017-10-04,
2017-10-07,0.4435368
2017-10-09,
2017-10-12,0.123409234
2017-10-14,0.41332987
2017-10-17,0.38822892
2017-10-19,
2017-10-22,0.40897265
2017-10-24,
2017-10-27,0.32925344
2017-10-29,
2017-11-01,
2017-11-03,
2017-11-06,
2017-11-08,
2017-11-11,
2017-11-13,0.33781224
2017-11-16,0.3370612
2017-11-18,
2017-11-21,0.31566438
2017-11-23,
2017-11-26,0.32236516
2017-11-28,0.1537892
2017-12-01,
2017-12-03,
2017-12-06,
2017-12-08,
2017-12-11,
2017-12-13,
2017-12-16,
2017-12-18,
2017-12-21,
2017-12-23,
2017-12-26,
2017-12-28,
2017-12-31,
2018-01-02,
2018-01-05,
2018-01-07,
2018-01-10,
2018-01-12,
2018-01-15,0.17623183
2018-01-17,
2018-01-20,
2018-01-22,
2018-01-25,
2018-01-27,
2018-01-30,
2018-02-01,
2018-02-04,
2018-02-06,
2018-02-09,
2018-02-11,0.18574038
2018-02-14,0.18662348
2018-02-16,
2018-02-19,
2018-02-21,
2018-02-24,
2018-02-26,
2018-03-01,
2018-03-03,
2018-03-06,
2018-03-08,
2018-03-11,
2018-03-13,0.22193822
2018-03-16,0.23887268
2018-03-18,
2018-03-21,
2018-03-23,0.24836813
2018-03-26,0.23166794
2018-03-28,
2018-03-31,
2018-04-02,0.30251473
2018-04-05,0.33772185
2018-04-07,
2018-04-10,
2018-04-12,
2018-04-15,
2018-04-17,0.42594877
2018-04-20,0.5060411
2018-04-22,0.52693933
2018-04-25,0.5248876
2018-04-27,0.5051547
2018-04-30,
2018-05-02,
2018-05-05,
2018-05-07,0.8863882
2018-05-10,
2018-05-12,
2018-05-15,0.6341029
2018-05-17,0.7444466
2018-05-20,
2018-05-22,
2018-05-25,0.52975917
2018-05-30,
2018-06-01,0.49724877
2018-06-04,
2018-06-06,
2018-06-09,
2018-06-11,
2018-06-14,0.70175314
2018-06-16,
2018-06-19,0.7639682
2018-06-21,0.8202293
2018-06-24,
2018-06-26,0.8212979
2018-06-29,0.7989924
2018-07-01,0.77732396
2018-07-04,0.78446406
2018-07-06,0.8865915
2018-07-09,0.36209193
2018-07-11,0.7389887
2018-07-14,0.6609736
2018-07-16,
2018-07-19,0.62353855
2018-07-21,0.63200545
2018-07-24,0.57604736
2018-07-26,0.5552711
2018-07-29,0.49136886
2018-07-31,0.4612184
2018-08-03,0.42381155
2018-08-05,
2018-08-08,0.4062955
2018-08-10,0.42107505
2018-08-13,
2018-08-15,
2018-08-18,
2018-08-20,
2018-08-23,0.26839116
2018-08-25,
2018-08-28,0.24163686
2018-08-30,0.23784094
2018-09-02,
2018-09-04,0.22690253
2018-09-07,
2018-09-09,
2018-09-12,0.24039268
2018-09-14,
2018-09-17,
2018-09-19,0.24511448
2018-09-22,0.21026848
2018-09-24,
2018-09-27,0.24636365
2018-09-29,0.24219507
2018-10-02,0.26653084
2018-10-04,0.29739147
2018-10-07,
2018-10-09,0.28418425
2018-10-12,
2018-10-17,
2018-10-19,
2018-10-22,
2018-10-24,0.5709873
2018-10-27,
2018-10-29,
2018-11-01,0.5551136
2018-11-03,
2018-11-06,
2018-11-08,
2018-11-11,
2018-11-16,
2018-11-18,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-28,
2018-12-01,
2018-12-03,0.57740754
2018-12-06,
2018-12-08,0.603499
2018-12-11,0.5847155
2018-12-13,
2018-12-16,
2018-12-18,
2018-12-21,
2018-12-23,0.45896167
2018-12-26,
2018-12-28,
2018-12-31,0.55163056
2019-01-02,
2019-01-05,0.5609569
2019-01-07,0.5574371
2019-01-10,0.5515895
2019-01-12,0.53613615
2019-01-15,0.5084576
2019-01-17,
2019-01-20,0.41451237
2019-01-22,0.53438723
2019-01-25,0.48998407
2019-01-27,
2019-01-30,
2019-02-01,
2019-02-04,
2019-02-06,
2019-02-09,
2019-02-11,
2019-02-14,
2019-02-16,
2019-02-19,0.52314115
2019-02-21,0.4846367
2019-02-24,0.4532728
2019-02-26,
2019-03-01,
2019-03-03,0.49769852
2019-03-06,
2019-03-08,
2019-03-11,
2019-03-13,0.5883088
2019-03-16,
2019-03-18,
2019-03-21,0.59820324
2019-03-23,
2019-03-26,0.6316174
2019-03-28,0.6328106
2019-03-31,0.5675328
2019-04-02,
2019-04-05,0.63579744
2019-04-07,
2019-04-10,
2019-04-12,
2019-04-15,
2019-04-17,
2019-04-20,
2019-04-22,
2019-04-25,
2019-04-27,
2019-04-30,0.47904956
2019-05-02,
2019-05-05,
2019-05-07,
2019-05-10,0.54401594
2019-05-12,
2019-05-15,
2019-05-17,
2019-05-20,0.60487634
2019-05-25,
2019-05-27,
2019-05-30,0.5251551
2019-06-01,0.47977877
2019-06-04,0.40614474
2019-06-06,
2019-06-09,
2019-06-11,
2019-06-14,0.4122376
2019-06-16,0.49546766
2019-06-19,0.5199947
2019-06-21,
2019-06-24,0.58859086
2019-06-26,
2019-06-29,0.56636816
2019-07-01,0.68775153
2019-07-04,0.72608465
2019-07-06,0.72932965
2019-07-09,0.8097677
2019-07-11,
2019-07-14,0.727927
2019-07-16,0.76676595
2019-07-19,0.71441364
2019-07-21,0.60533005
2019-07-24,0.65401554
2019-07-26,0.685904
2019-07-29,0.7045813
2019-07-31,0.6206055
2019-08-03,0.6545367
2019-08-05,0.61323005
2019-08-08,0.58648974
2019-08-10,
2019-08-13,
2019-08-15,0.53786016
2019-08-18,
2019-08-20,
2019-08-23,
2019-08-25,0.45674008
2019-08-28,
2019-08-30,0.44012883
2019-09-02,0.4389328
2019-09-04,0.40287212
2019-09-07,
2019-09-09,0.42204028
2019-09-12,0.38241166
2019-09-14,0.39169303
2019-09-17,0.33026382
2019-09-19,
2019-09-22,
2019-09-24,
2019-09-27,0.3175368
2019-09-29,0.35456625
2019-10-02,0.3315322
2019-10-04,0.33269995
2019-10-07,0.3255296
2019-10-09,
2019-10-12,
2019-10-14,
2019-10-17,0.29182246
2019-10-19,
2019-10-22,
2019-10-24,
2019-10-27,0.302141
2019-10-29,
2019-11-01,
2019-11-03,
2019-11-06,0.2822595
2019-11-08,0.30883694
2019-11-11,
2019-11-13,0.29949895
2019-11-16,
2019-11-18,
2019-11-21,
2019-11-23,
2019-11-26,
2019-11-28,0.23374741
2019-12-01,
2019-12-03,
2019-12-06,0.2507186
2019-12-08,0.22519569
2019-12-11,
2019-12-13,
2019-12-16,
2019-12-18,
2019-12-21,0.24763924
2019-12-23,
2019-12-26,
2019-12-28,
2019-12-31,
2020-01-02,0.24774456
2020-01-05,0.2585144
2020-01-07,0.20050797
2020-01-10,
2020-01-12,
2020-01-15,0.21473336
2020-01-17,
2020-01-20,
2020-01-22,
2020-01-25,0.19261244
2020-01-27,
2020-01-30,0.19300956
2020-02-01,
2020-02-04,
2020-02-06,
2020-02-09,0.24624485
2020-02-11,
2020-02-14,0.27113873
2020-02-16,
2020-02-19,
2020-02-21,
2020-02-24,0.29963362
2020-02-26,
2020-02-29,
2020-03-02,
2020-03-05,
2020-03-07,0.3271862
2020-03-10,
2020-03-12,
2020-03-15,
2020-03-17,0.39770016
2020-03-20,
2020-03-22,
2020-03-25,
2020-03-27,
2020-03-30,
2020-04-01,
2020-04-04,0.47509483
2020-04-06,0.51613754
2020-04-09,0.55569625
2020-04-11,0.5582083
2020-04-14,0.55336446
2020-04-16,
2020-04-19,
2020-04-21,
2020-04-24,0.5689129
2020-04-26,
2020-04-29,0.62950766
2020-05-01,
2020-05-04,0.64821
2020-05-06,
2020-05-09,0.68298435
2020-05-11,
2020-05-14,
2020-05-16,
2020-05-19,
2020-05-21,0.68223196
2020-05-24,
2020-05-26,0.7242019
2020-05-29,
2020-05-31,0.46930522
2020-06-03,0.6536019
2020-06-05,0.75137424
2020-06-08,
2020-06-10,
2020-06-13,
2020-06-15,0.64575243
2020-06-18,
2020-06-20,0.5733586
2020-06-23,0.43606707
2020-06-25,0.43734586
2020-06-28,
2020-06-30,0.4213621
2020-07-03,
2020-07-05,0.4794776
2020-07-08,0.549677
2020-07-10,0.50837076
2020-07-13,
2020-07-15,
2020-07-18,
2020-07-20,0.44486332
2020-07-23,0.39731187
2020-07-25,
2020-07-28,0.32793137
2020-07-30,0.3126763
2020-08-02,
2020-08-04,0.3293944
2020-08-07,0.29343396
2020-08-09,0.2800234
2020-08-12,0.26585615
2020-08-14,0.3213979
2020-08-17,0.27425015
2020-08-19,0.36808845
2020-08-22,0.40043685
2020-08-24,0.44063324
2020-08-27,0.38267377
2020-08-29,
2020-09-01,0.43845713
2020-09-03,
2020-09-06,0.39232275
2020-09-08,0.3816355
2020-09-11,
2020-09-13,0.35962436
2020-09-16,0.34544593
2020-09-18,0.34406236
2020-09-21,
2020-09-23,0.41992205
2020-09-26,0.5265775
2020-09-28,0.5326444
2020-10-01,
2020-10-03,
2020-10-06,
2020-10-08,0.6339876
2020-10-11,0.6826612
2020-10-13,0.6834949
2020-10-16,
2020-10-18,0.5906541
2020-10-21,
2020-10-23,
2020-10-26,
2020-10-28,0.64100325
2020-10-31,0.6477069
2020-11-02,0.54808325
2020-11-05,0.64260626
2020-11-07,0.52301675
2020-11-10,0.59907234
2020-11-12,
2020-11-15,0.50963205
2020-11-17,0.55331725
2020-11-20,0.56102663
2020-11-22,0.47658804
2020-11-25,0.41866642
2020-11-27,0.5248874
2020-11-30,0.44646168
2020-12-02,
2020-12-05,
2020-12-07,
2020-12-10,
2020-12-12,
2020-12-15,
2020-12-17,0.42841798
2020-12-20,
2020-12-22,
2020-12-25,
2020-12-27,
2020-12-30,
2021-01-01,
2021-01-04,
2021-01-06,
2021-01-09,
2021-01-11,
2021-01-14,0.39878598
2021-01-16,0.41379535
2021-01-19,0.33819708
2021-01-21,
2021-01-24,
2021-01-26,
2021-01-29,
2021-01-31,0.40037033
2021-02-03,
2021-02-05,
2021-02-08,0.41632712
2021-02-10,
2021-02-13,
2021-02-15,
2021-02-18,
2021-02-20,
2021-02-23,0.40931332
2021-02-25,0.39313552
2021-02-28,0.47207567
2021-03-02,0.49716285
2021-03-05,0.5321813
2021-03-07,
2021-03-10,0.547177
2021-03-12,
2021-03-15,
2021-03-17,
2021-03-20,0.6043304
2021-03-22,
2021-03-25,
2021-03-27,0.63436264
2021-03-30,0.5862475
2021-04-01,0.6169401
2021-04-04,
2021-04-06,
2021-04-09,0.61172724
2021-04-11,
2021-04-14,0.6931249
2021-04-16,
2021-04-19,0.655217
2021-04-21,
2021-04-24,0.5408415
2021-04-26,
2021-04-29,
2021-05-01,
2021-05-04,
2021-05-06,
2021-05-09,
2021-05-11,
2021-05-14,
2021-05-16,0.3807996
2021-05-19,0.58129483
2021-05-21,
2021-05-24,
2021-05-26,0.60200715
2021-05-29,
2021-05-31,
2021-06-03,
2021-06-05,0.71083194
2021-06-08,
2021-06-10,
2021-06-13,0.5641846
2021-06-15,
2021-06-18,
2021-06-20,0.574235
2021-06-23,
2021-06-25,0.5691356
2021-06-28,
2021-06-30,0.49908006
2021-07-03,
2021-07-05,
2021-07-08,
2021-07-10,0.42292336
2021-07-13,0.463781
2021-07-15,
2021-07-18,0.39852095
2021-07-20,0.42021522
2021-07-23,0.36432344
2021-07-25,
2021-07-28,
2021-07-30,0.34718236
2021-08-02,0.38600767
2021-08-04,
2021-08-07,
2021-08-09,0.3597871
2021-08-12,0.30645576
2021-08-14,0.30844498
2021-08-17,0.29911548
2021-08-19,0.3316162
2021-08-22,0.25919858
2021-08-24,
2021-08-27,0.26757511
2021-08-29,0.25871137
2021-09-01,0.24146537
2021-09-03,0.21274142
2021-09-06,0.22911324
2021-09-08,
2021-09-11,0.22584885
2021-09-13,0.2158996
2021-09-16,
2021-09-18,0.21074355
2021-09-21,0.23346567
2021-09-23,
2021-09-26,
2021-09-28,
2021-10-01,0.28372422
2021-10-03,
2021-10-06,0.4355776
2021-10-08,0.4432128
2021-10-11,0.4880199
2021-10-13,0.5156095
2021-10-16,0.47881696
2021-10-18,0.5647569
2021-10-21,0.5319155
2021-10-23,0.54395396
2021-10-26,0.5558047
2021-10-28,
2021-10-31,
2021-11-02,
2021-11-05,0.61532456
2021-11-07,0.6279593
2021-11-10,
2021-11-12,
2021-11-15,
2021-11-17,
2021-11-20,0.52016807
2021-11-22,
2021-11-25,
2021-11-27,0.44880313
2021-11-30,0.39789823
2021-12-02,0.39851838
2021-12-05,0.3636778
2021-12-07,0.3488914
2021-12-10,
2021-12-12,
2021-12-15,
2021-12-17,
2021-12-20,
2021-12-22,
2021-12-25,
2021-12-27,
2021-12-30,
2022-01-01,0.34331444
2022-01-04,
2022-01-06,0.37635353
2022-01-09,
2022-01-11,0.32251602
2022-01-14,0.33029738
2022-01-16,0.3380728
2022-01-19,0.2941888
2022-01-21,0.30672917
2022-01-24,0.31210244
2022-01-26,0.31631473
2022-01-29,0.281486
2022-01-31,0.30351755
2022-02-03,
2022-02-05,0.3268014
2022-02-08,0.32654658
2022-02-10,0.3171849
2022-02-13,0.33240625
2022-02-15,
2022-02-18,0.33176643
2022-02-20,
2022-02-23,0.40182438
2022-02-25,0.40673056
2022-02-28,0.41479346
2022-03-02,0.2690141
2022-03-05,0.09105506
2022-03-07,0.40477315
2022-03-10,0.40854028
2022-03-12,
2022-03-15,
2022-03-17,
2022-03-20,0.26999483
2022-03-22,0.4544656
2022-03-25,0.4309128
2022-03-27,
2022-03-30,
2022-04-01,
2022-04-04,0.47858194
2022-04-06,
2022-04-09,0.50991786
2022-04-11,
2022-04-14,0.48195994
2022-04-16,
2022-04-19,0.4883862
2022-04-21,
2022-04-24,
2022-04-26,0.6053254
2022-04-29,
2022-05-01,
2022-05-04,
2022-05-06,
2022-05-09,
2022-05-11,
2022-05-14,0.59563553
2022-05-16,
2022-05-19,0.62681097
2022-05-21,0.620263
2022-05-24,
2022-05-26,
2022-05-29,0.5459828
2022-05-31,
2022-06-03,
2022-06-05,
2022-06-08,
2022-06-10,0.5068236
2022-06-13,0.43818617
2022-06-15,
2022-06-18,0.36094645
2022-06-20,0.34377664
2022-06-23,
2022-06-25,
2022-06-28,
2022-06-30,
2022-07-03,0.30636576
2022-07-05,0.31341335
2022-07-08,0.28766122
2022-07-10,0.25909725
2022-07-13,0.24777652
2022-07-15,0.24746165
2022-07-18,0.22847557
2022-07-20,0.2171464
2022-07-23,
2022-07-25,0.20371209
2022-07-28,0.22842957
2022-07-30,0.19229478
2022-08-02,0.18837252
2022-08-04,0.1294366
2022-08-07,0.17959683
2022-08-09,0.16829935
2022-08-12,0.19295326
2022-08-14,
2022-08-17,
2022-08-19,
2022-08-22,0.23508048
2022-08-24,
2022-08-27,0.29194677
2022-08-29,0.28901348
2022-09-01,0.30851933
2022-09-03,
2022-09-06,
2022-09-08,0.3490964
2022-09-11,0.33364713
2022-09-13,
2022-09-16,0.33668774
2022-09-18,0.34711364
2022-09-21,
2022-09-23,
2022-09-26,0.3518357
2022-09-28,
2022-10-01,
2022-10-03,
2022-10-06,0.33530116
2022-10-08,
2022-10-11,0.41550338
2022-10-13,0.23487654
2022-10-16,
2022-10-18,0.4559568
2022-10-21,
2022-10-23,
2022-10-26,0.45440638
2022-10-28,
2022-10-31,0.5278112
2022-11-02,
2022-11-05,0.61990666
2022-11-10,0.6063923
2022-11-12,
2022-11-15,
2022-11-17,0.57722086
2022-11-20,0.59263647
2022-11-22,
2022-11-25,0.6012992
2022-11-27,
2022-11-30,
2022-12-02,
2022-12-05,0.54909134
2022-12-07,0.56603056
2022-12-10,
2022-12-15,
2022-12-17,
2022-12-20,
2022-12-22,
2022-12-25,
2022-12-27,0.5543675
2022-12-30,
2023-01-01,
2023-01-04,0.5007021
2023-01-06,0.48712912
2023-01-09,0.4897957
2023-01-11,
2023-01-14,
2023-01-16,
2023-01-19,0.46850997
2023-01-21,0.5377227
2023-01-24,
2023-01-26,0.44781712
2023-01-29,0.4198866
2023-01-31,0.52152014
2023-02-03,
2023-02-05,0.33607745
2023-02-08,
2023-02-10,0.41503802
2023-02-13,0.42290124
2023-02-15,0.4399995
2023-02-18,0.42938137
2023-02-20,0.4315695
2023-02-23,
2023-02-25,
2023-02-28,
2023-03-02,
2023-03-05,0.46011752
2023-03-07,
2023-03-10,
2023-03-12,0.51456493
2023-03-15,0.49648458
2023-03-17,
2023-03-20,0.54360306
2023-03-22,0.577866
2023-03-25,0.5326682
2023-03-27,0.60007054
2023-03-30,0.5716757
2023-04-01,0.61314815
2023-04-04,
2023-04-06,
2023-04-09,0.62678695
2023-04-11,
2023-04-14,0.61986935
2023-04-16,0.6345191
2023-04-19,0.6174336
2023-04-21,
2023-04-24,0.64152104
2023-04-26,0.63491637
2023-04-29,
2023-05-01,
2023-05-04,
2023-05-06,
2023-05-09,
2023-05-11,0.6337551
2023-05-14,
2023-05-16,
2023-05-19,
2023-05-21,
2023-05-24,0.67519313
2023-05-26,0.6800094
2023-05-29,
2023-05-31,
2023-06-03,
2023-06-05,
2023-06-08,
2023-06-10,
2023-06-13,
2023-06-15,0.5666352
2023-06-18,
2023-06-20,
2023-06-23,0.3416542
2023-06-25,
2023-06-28,0.35924536
2023-06-30,
2023-07-03,0.42125207
2023-07-05,0.45368567
2023-07-08,
2023-07-10,0.52039886
2023-07-13,0.5910362
2023-07-15,0.5934816
2023-07-18,
2023-07-20,0.58035773
2023-07-23,0.522738
2023-07-25,
2023-07-28,
2023-07-30,0.5790422
2023-08-02,
2023-08-04,0.5408148
2023-08-07,0.50249004
2023-08-09,0.49035498
2023-08-12,0.4412945
2023-08-14,
2023-08-17,
2023-08-19,0.4237735
2023-08-22,0.36313725
2023-08-24,0.36140564
2023-08-27,
2023-08-29,
2023-09-01,0.40317878
2023-09-03,
2023-09-06,0.4495583
2023-09-08,0.45664862
2023-09-11,0.39999402
2023-09-13,
2023-09-16,
2023-09-18,
2023-09-21,
2023-09-23,
2023-09-26,0.46631145
2023-09-28,
2023-10-01,0.41855037
2023-10-03,0.41816923
2023-10-06,0.36147738
2023-10-08,0.39298856
2023-10-11,0.3582482
2023-10-13,0.28268066
2023-10-16,
2023-10-18,
2023-10-21,
2023-10-23,
2023-10-26,
2023-10-28,
2023-10-31,0.3805411
2023-11-02,
2023-11-05,0.26369393
2023-11-07,0.31502876
2023-11-10,
2023-11-12,
2023-11-15,0.3313152
2023-11-17,0.32404217
2023-11-20,0.2998826
2023-11-22,0.3046358
2023-11-25,0.31439403
2023-11-27,
2023-11-30,
2023-12-02,
2023-12-05,
2023-12-07,
2023-12-10,0.27595124
2023-12-12,
2023-12-15,0.2716063
2023-12-17,0.27194425
2023-12-20,
2023-12-22,
2023-12-25,0.2858207
2023-12-27,
2023-12-30,0.28309584
2024-01-01,0.22421002
2024-01-04,0.28341416
2024-01-06,
2024-01-09,
2024-01-11,0.29740813
2024-01-14,
2024-01-16,0.2771484
2024-01-19,
2024-01-21,
2024-01-24,0.27037594
2024-01-26,
2024-01-29,0.27200985
2024-01-31,0.23243351
2024-02-03,0.2895547
2024-02-05,0.29617754
2024-02-08,
2024-02-10,
2024-02-13,0.3419342
2024-02-15,
2024-02-18,
2024-02-20,0.37113553
2024-02-23,0.3770381
2024-02-25,0.3240162
2024-02-28,
2024-03-01,
2024-03-04,
2024-03-06,
2024-03-09,
2024-03-11,0.46545732
2024-03-14,0.50916404
2024-03-16,0.53874224
2024-03-19,
2024-03-21,
2024-03-24,0.5425732
2024-03-26,
2024-03-29,
2024-03-31,
2024-04-03,0.597554
2024-04-05,0.46660718
2024-04-08,0.5021127
2024-04-10,
2024-04-13,0.60185486
2024-04-15,
2024-04-18,
2024-04-20,0.69658715
2024-04-23,
2024-04-25,0.71408695
2024-04-28,
2024-04-30,
2024-05-03,
2024-05-05,
2024-05-08,
2024-05-10,0.43231198
2024-05-13,0.45103323
2024-05-15,
2024-05-18,
2024-05-20,
2024-05-23,
2024-05-25,0.6424755
2024-05-28,0.62403816
2024-05-30,
2024-06-02,
2024-06-04,
2024-06-07,
2024-06-09,
2024-06-12,
2024-06-14,
2024-06-17,
2024-06-19,
2024-06-22,
2024-06-24,
2024-06-27,0.56280154
2024-06-29,
2024-07-02,0.58094656
2024-07-04,0.5925978
2024-07-07,
2024-07-09,
2024-07-12,
2024-07-14,0.59823203
2024-07-17,0.56876165
2024-07-19,
2024-07-22,0.57506615
2024-07-24,0.41794407
2024-07-27,0.30714282
2024-07-29,0.3019064
2024-08-01,0.30109143
2024-08-03,0.31658804
2024-08-06,0.31353852
2024-08-08,0.35701662
2024-08-11,0.345178
2024-08-13,
2024-08-16,
2024-08-18,
2024-08-21,0.5029897
2024-08-23,0.5474889
2024-08-26,0.2882916
2024-08-28,0.5883068
2024-08-31,0.515915
2024-09-02,
2024-09-05,
2024-09-07,
2024-09-10,0.6431159
2024-09-12,
2024-09-15,0.6833464
2024-09-17,
2024-09-20,
2024-09-22,
2024-09-25,0.6091522
2024-09-27,0.7215898
2024-09-30,
2024-10-02,0.5718823
2024-10-05,0.7217011
2024-10-07,
2024-10-10,0.7258492
2024-10-12,
2024-10-15,
2024-10-17,
2024-10-20,
2024-10-22,
2024-10-25,
2024-10-27,
2024-10-30,0.6418291
2024-11-01,0.65677917
2024-11-04,0.64410806
2024-11-06,
2024-11-09,
2024-11-11,0.6555507
2024-11-14,0.6405363
2024-11-16,0.6633556
2024-11-19,
2024-11-21,
2024-11-24,
2024-11-26,
2024-11-29,0.6405873
2024-12-01,0.5900678
2024-12-06,0.5310708
2024-12-09,
2024-12-11,0.5442808
2024-12-14,
2024-12-16,0.4849615
2024-12-19,
2024-12-21,0.41421726
2024-12-24,0.42383134
2024-12-26,0.3936407
2024-12-29,0.39421976
