setting,vpp,n,r_mean,r_median,rmse_mean,mae_mean,bias_mean
yfit_1_fit1_smooth1000.0_season1_seapar0.1,RSLOPE,88,0.85,1.0,1767.5967625906997,1249.8804125264971,568.1211545878905
yfit_1_fit1_smooth1000.0_season1_seapar0.1,SOSD,88,0.6,1.0,1835.7542982661705,1304.3465228227271,599.7171543454546
yfit_1_fit1_smooth1000.0_season1_seapar0.1,SOSV,88,0.75,1.0,1767.7599030329345,1250.0066455902272,568.1631792218182
yfit_1_fit1_smooth1000.0_season1_seapar0.1,SPROD,88,0.75,1.0,1767.6414396128982,1249.9194758456533,568.0923226911647
yfit_1_fit1_smooth1000.0_season1_seapar0.1,TPROD,88,0.7,1.0,1767.6468288967933,1249.9231562190114,568.1081207051477
yfit_2_fit1_smooth1000.0_season1_seapar0.3,AMPL,88,0.7894736842105263,1.0,1834.395659262679,1363.6922434283636,227.1302283099091
yfit_2_fit1_smooth1000.0_season1_seapar0.3,EOSD,88,0.6842105263157895,1.0,1918.7010913780034,1430.5944467954546,242.57987002272722
yfit_2_fit1_smooth1000.0_season1_seapar0.3,EOSV,88,0.9473684210526315,1.0,1834.3232240106229,1363.6355268577272,227.26907271704547
yfit_2_fit1_smooth1000.0_season1_seapar0.3,LENGTH,88,0.8421052631578947,1.0,1895.9971018626156,1415.2754981477271,216.37751571590914
yfit_2_fit1_smooth1000.0_season1_seapar0.3,LSLOPE,88,0.7894736842105263,1.0,1834.156603977047,1363.5054357573713,227.24697138888115
yfit_2_fit1_smooth1000.0_season1_seapar0.3,MAXV,88,0.7894736842105263,1.0,1834.4162696223575,1363.6987150437499,227.20756626306817
yfit_2_fit1_smooth1000.0_season1_seapar0.3,MINV,88,0.8421052631578947,1.0,1834.3320045189735,1363.6499107112022,227.32733795237039
yfit_2_fit1_smooth1000.0_season1_seapar0.3,RSLOPE,88,0.8421052631578947,1.0,1834.1565118941035,1363.5049704411979,227.24679131456102
yfit_2_fit1_smooth1000.0_season1_seapar0.3,SOSD,88,0.6842105263157895,1.0,1899.5284252570104,1414.1894536931818,253.45235396590914
yfit_2_fit1_smooth1000.0_season1_seapar0.3,SOSV,88,0.8421052631578947,1.0,1834.3295024548265,1363.6426523772727,227.26583149704547
yfit_2_fit1_smooth1000.0_season1_seapar0.3,SPROD,88,0.7894736842105263,1.0,1834.2032465317827,1363.542893275576,227.21720881199207
yfit_2_fit1_smooth1000.0_season1_seapar0.3,TPROD,88,0.8421052631578947,1.0,1834.2119054898446,1363.5503767046364,227.22968543975003
yfit_3_fit1_smooth1000.0_season1_seapar0.5,AMPL,88,1.0,1.0,803.6626704718975,568.2867552334545,113.49905591177271
yfit_3_fit1_smooth1000.0_season1_seapar0.5,EOSD,88,0.8947368421052632,1.0,861.4704261037149,610.4090468636364,123.93631540909095
yfit_3_fit1_smooth1000.0_season1_seapar0.5,EOSV,88,1.0,1.0,803.5562578754299,568.2069638251137,113.62699530556819
yfit_3_fit1_smooth1000.0_season1_seapar0.5,LENGTH,88,0.9473684210526315,1.0,854.4397813504983,607.3785614659091,95.38926989772727
yfit_3_fit1_smooth1000.0_season1_seapar0.5,LSLOPE,88,1.0,1.0,803.4560186424118,568.1292979806456,113.62225510739145
yfit_3_fit1_smooth1000.0_season1_seapar0.5,MAXV,88,1.0,1.0,803.6090226771053,568.2471016729546,113.56068123340907
yfit_3_fit1_smooth1000.0_season1_seapar0.5,MINV,88,1.0,1.0,803.6047622514293,568.2376949829318,113.68662531874082
yfit_3_fit1_smooth1000.0_season1_seapar0.5,RSLOPE,88,1.0,1.0,803.4557741959451,568.1290825256265,113.62194591192579
yfit_3_fit1_smooth1000.0_season1_seapar0.5,SOSD,88,0.8947368421052632,1.0,857.0007197510541,608.1458693556817,142.17204417386367
yfit_3_fit1_smooth1000.0_season1_seapar0.5,SOSV,88,1.0,1.0,803.562446993723,568.2106012641362,113.62031125018184
yfit_3_fit1_smooth1000.0_season1_seapar0.5,SPROD,88,0.9473684210526315,1.0,803.5016319754704,568.1635346740579,113.59159009164664
yfit_3_fit1_smooth1000.0_season1_seapar0.5,TPROD,88,0.9473684210526315,1.0,803.5002333305438,568.1624276735795,113.59860169298862
yfit_4_fit1_smooth1000.0_season1_seapar0.7,AMPL,88,1.0,1.0,964.349481473524,681.9089635634205,-0.1255578300568552
yfit_4_fit1_smooth1000.0_season1_seapar0.7,EOSD,88,0.8918918918918919,1.0,1021.5133206754513,723.59027775,7.29311247727268
yfit_4_fit1_smooth1000.0_season1_seapar0.7,EOSV,88,1.0,1.0,964.2525747326331,681.836344005341,-0.0031360287500119006
yfit_4_fit1_smooth1000.0_season1_seapar0.7,LENGTH,88,0.9459459459459459,1.0,1015.5569475590223,721.3493701931818,-18.267505875000044
yfit_4_fit1_smooth1000.0_season1_seapar0.7,LSLOPE,88,1.0,1.0,964.146056666924,681.7543825751115,-0.002740828041958971
yfit_4_fit1_smooth1000.0_season1_seapar0.7,MAXV,88,1.0,1.0,964.3057751958172,681.8765137169319,-0.06849066125000615
yfit_4_fit1_smooth1000.0_season1_seapar0.7,MINV,88,0.9459459459459459,1.0,964.291560749839,681.8604550603886,0.05706717059995801
yfit_4_fit1_smooth1000.0_season1_seapar0.7,RSLOPE,88,1.0,1.0,964.14572447211,681.7541630260029,-0.003040980029397426
yfit_4_fit1_smooth1000.0_season1_seapar0.7,SOSD,88,0.8918918918918919,1.0,1013.544110493362,718.8977045556818,25.560616601136402
yfit_4_fit1_smooth1000.0_season1_seapar0.7,SOSV,88,1.0,1.0,964.257323948282,681.8387974572727,-0.008287456590907304
yfit_4_fit1_smooth1000.0_season1_seapar0.7,SPROD,88,0.9459459459459459,1.0,964.1906717565519,681.78775618905,-0.0327538077545883
yfit_4_fit1_smooth1000.0_season1_seapar0.7,TPROD,88,0.9459459459459459,1.0,964.1893427828094,681.7867361223296,-0.02564508914773259
yfit_5_fit1_smooth1000.0_season1_seapar0.9,AMPL,88,1.0,1.0,1285.7308344334851,909.1608328224885,227.13779644701134
yfit_5_fit1_smooth1000.0_season1_seapar0.9,EOSD,88,0.8857142857142857,1.0,1350.700569467211,956.3446061931819,238.03774801136362
yfit_5_fit1_smooth1000.0_season1_seapar0.9,EOSV,88,1.0,1.0,1285.6615632628657,909.1070618911818,227.26360046472726
yfit_5_fit1_smooth1000.0_season1_seapar0.9,LENGTH,88,0.9428571428571428,1.0,1338.761471030756,949.7190056931818,213.57189703409088
yfit_5_fit1_smooth1000.0_season1_seapar0.9,LSLOPE,88,1.0,1.0,1285.526413909568,909.0046609167867,227.24718257605173
yfit_5_fit1_smooth1000.0_season1_seapar0.9,MAXV,88,1.0,1.0,1285.718474913619,909.1504448782954,227.2053917089773
yfit_5_fit1_smooth1000.0_season1_seapar0.9,MINV,88,0.9428571428571428,1.0,1285.6855040269763,909.1200862435413,227.3175952622004
yfit_5_fit1_smooth1000.0_season1_seapar0.9,RSLOPE,88,1.0,1.0,1285.525761187844,909.0040407591085,227.24746070530963
yfit_5_fit1_smooth1000.0_season1_seapar0.9,SOSD,88,0.8857142857142857,1.0,1335.3116347122614,946.2767203954546,251.71585132727276
yfit_5_fit1_smooth1000.0_season1_seapar0.9,SOSV,88,1.0,1.0,1285.662230683226,909.1067700842045,227.25938650420457
yfit_5_fit1_smooth1000.0_season1_seapar0.9,SPROD,88,0.9428571428571428,1.0,1285.5701420229618,909.0373735134693,227.2188672613489
yfit_5_fit1_smooth1000.0_season1_seapar0.9,TPROD,88,0.9428571428571428,1.0,1285.5692159759694,909.0365819350568,227.22924829107953
yfit_6_fit1_smooth1000.0_season2_seapar0.1,AMPL,88,0.4634146341463415,0.9999999999999999,2732.004977470835,1931.8805467288862,-341.0459322420454
yfit_6_fit1_smooth1000.0_season2_seapar0.1,EOSD,88,0.2682926829268293,1.0,2846.087442714471,2042.363094,-339.79528275
yfit_6_fit1_smooth1000.0_season2_seapar0.1,EOSV,88,0.36585365853658536,1.0,2731.97650063549,1931.833852474591,-340.8924515998181
yfit_6_fit1_smooth1000.0_season2_seapar0.1,LENGTH,88,0.36585365853658536,1.0,2774.6394643553067,1982.9761321022727,-348.83197528409096
yfit_6_fit1_smooth1000.0_season2_seapar0.1,LSLOPE,88,0.5121951219512195,1.0,2731.736187894572,1931.6310793243463,-340.879093147669
yfit_6_fit1_smooth1000.0_season2_seapar0.1,MAXV,88,0.35,1.0,2732.0686143730336,1931.9078179675,-340.9805982809091
yfit_6_fit1_smooth1000.0_season2_seapar0.1,MINV,88,0.4634146341463415,1.0,2731.9409034835103,1931.8231507556288,-340.80966603898486
yfit_6_fit1_smooth1000.0_season2_seapar0.1,RSLOPE,88,0.4146341463414634,1.0,2731.736830065345,1931.6309096967213,-340.87913832404075
yfit_6_fit1_smooth1000.0_season2_seapar0.1,SOSD,88,0.26829268292682923,1.0,2821.0064563431038,2010.3644874056818,-331.83830708749997
yfit_6_fit1_smooth1000.0_season2_seapar0.1,SOSV,88,0.4634146341463415,1.0,2731.9721257257443,1931.8288798380681,-340.89781271874995
yfit_6_fit1_smooth1000.0_season2_seapar0.1,SPROD,88,0.3170731707317073,1.0,2770.799264723822,1970.5593627715907,-369.5568643625
yfit_6_fit1_smooth1000.0_season2_seapar0.1,TPROD,88,0.21951219512195122,1.0,2776.4051317791773,1981.374078931818,-361.02357288636364
yfit_7_fit1_smooth1000.0_season2_seapar0.3,AMPL,88,0.6097560975609756,1.0,2410.6262728417846,1704.6203796176817,-113.77943452925001
yfit_7_fit1_smooth1000.0_season2_seapar0.3,EOSD,88,0.36585365853658536,1.0,2515.2522651200384,1803.7771084659091,-100.87422039772733
yfit_7_fit1_smooth1000.0_season2_seapar0.3,EOSV,88,0.5609756097560976,1.0,2410.5677162251172,1704.5540472320909,-113.6338227093636
yfit_7_fit1_smooth1000.0_season2_seapar0.3,LENGTH,88,0.5121951219512195,1.0,2451.417123281644,1749.8484704204545,-120.12833589772727
yfit_7_fit1_smooth1000.0_season2_seapar0.3,LSLOPE,88,0.6585365853658537,1.0,2410.3564522993724,1704.381138732377,-113.62902307329263
yfit_7_fit1_smooth1000.0_season2_seapar0.3,MAXV,88,0.55,1.0,2410.661283563138,1704.623719023409,-113.71195040204542
yfit_7_fit1_smooth1000.0_season2_seapar0.3,MINV,88,0.6097560975609756,1.0,2410.536131999437,1704.5452193110038,-113.55751587426893
yfit_7_fit1_smooth1000.0_season2_seapar0.3,RSLOPE,88,0.5609756097560976,1.0,2410.356854918484,1704.3809730510895,-113.62841764924073
yfit_7_fit1_smooth1000.0_season2_seapar0.3,SOSD,88,0.36585365853658536,1.0,2494.49960136214,1778.120208155682,-94.37088383750002
yfit_7_fit1_smooth1000.0_season2_seapar0.3,SOSV,88,0.7560975609756098,1.0,2410.565838537461,1704.5491540098863,-113.63564356670457
yfit_7_fit1_smooth1000.0_season2_seapar0.3,SPROD,88,0.5121951219512195,1.0,2453.4133539944214,1742.0911146181818,-141.67943362954546
yfit_7_fit1_smooth1000.0_season2_seapar0.3,TPROD,88,0.4146341463414634,1.0,2455.3704404874215,1748.685965125,-132.91159823863634
yfit_8_fit1_smooth1000.0_season2_seapar0.5,AMPL,88,0.8536585365853658,1.0,1446.4642546860139,1022.8307714890453,113.48399710709091
yfit_8_fit1_smooth1000.0_season2_seapar0.5,EOSD,88,0.6585365853658537,1.0,1528.2383891983438,1092.0425838636363,122.95295704545451
yfit_8_fit1_smooth1000.0_season2_seapar0.5,EOSV,88,0.8048780487804879,1.0,1446.3643124034293,1022.7478570895909,113.61174483904546
yfit_8_fit1_smooth1000.0_season2_seapar0.5,LENGTH,88,0.8048780487804879,1.0,1483.3620755528307,1057.5224395227272,104.24434797727271
yfit_8_fit1_smooth1000.0_season2_seapar0.5,LSLOPE,88,0.8048780487804879,1.0,1446.215958921401,1022.6302491381481,113.62116410961715
yfit_8_fit1_smooth1000.0_season2_seapar0.5,MAXV,88,0.85,1.0,1446.4386003145619,1022.8046037478409,113.5422244755682
yfit_8_fit1_smooth1000.0_season2_seapar0.5,MINV,88,0.8048780487804879,1.0,1446.3680161565173,1022.7540854936175,113.68322736652652
yfit_8_fit1_smooth1000.0_season2_seapar0.5,RSLOPE,88,0.8048780487804879,1.0,1446.216138047959,1022.6299777899093,113.62218828851678
yfit_8_fit1_smooth1000.0_season2_seapar0.5,SOSD,88,0.6585365853658537,1.0,1515.791764496309,1078.6785359636363,132.33360905909092
yfit_8_fit1_smooth1000.0_season2_seapar0.5,SOSV,88,0.8048780487804879,1.0,1446.3657827428824,1022.7448636662501,113.61370700806815
yfit_8_fit1_smooth1000.0_season2_seapar0.5,SPROD,88,0.7560975609756098,1.0,1493.8582938322122,1061.4176555159092,82.74376281590908
yfit_8_fit1_smooth1000.0_season2_seapar0.5,TPROD,88,0.7560975609756098,1.0,1492.185251136395,1061.9350511136363,89.98061034090907
yfit_9_fit1_smooth1000.0_season2_seapar0.7,AMPL,88,0.9512195121951219,1.0,643.0081152360298,454.6878189252728,-0.1417121092499571
yfit_9_fit1_smooth1000.0_season2_seapar0.7,EOSD,88,0.9024390243902439,1.0,705.9643247072715,504.63384500000006,6.213356136363601
yfit_9_fit1_smooth1000.0_season2_seapar0.7,EOSV,88,0.9024390243902439,1.0,642.8889822232278,454.5931915089773,-0.015117658977283106
yfit_9_fit1_smooth1000.0_season2_seapar0.7,LENGTH,88,0.9024390243902439,1.0,674.0588538216338,479.03440393181813,-7.742168704545477
yfit_9_fit1_smooth1000.0_season2_seapar0.7,LSLOPE,88,0.9024390243902439,1.0,642.7658832715204,454.5044946906121,-0.003599659481400186
yfit_9_fit1_smooth1000.0_season2_seapar0.7,MAXV,88,0.95,1.0,642.9568249544377,454.6434468169318,-0.0851488348863673
yfit_9_fit1_smooth1000.0_season2_seapar0.7,MINV,88,0.9024390243902439,1.0,642.9032279772442,454.6093367376174,0.05656327389014657
yfit_9_fit1_smooth1000.0_season2_seapar0.7,RSLOPE,88,0.9512195121951219,1.0,642.765779158944,454.50421609990065,-0.002803837561982623
yfit_9_fit1_smooth1000.0_season2_seapar0.7,SOSD,88,0.9024390243902439,1.0,701.8994112233546,499.3881180886364,13.955525138636375
yfit_9_fit1_smooth1000.0_season2_seapar0.7,SOSV,88,0.9512195121951219,1.0,642.8863790929311,454.5910743148863,-0.013467896931815694
yfit_9_fit1_smooth1000.0_season2_seapar0.7,SPROD,88,0.9024390243902439,1.0,693.6790432842841,491.19547003409093,-29.70592932954548
yfit_9_fit1_smooth1000.0_season2_seapar0.7,TPROD,88,0.9024390243902439,1.0,689.0454840184289,488.4781109886364,-22.201931079545453
